WMoos_F5_Ms1,WMoos_F5_Ms2,WMoos_F5_Ms3,WMoos_F5_Ms4,WMoos_F5_Ms5,WMoos_F5_Ms6,WMoos_F5_Ms7,WMoos_F5_Ms8,activity
3.28237915,4.997528076,0.206573486,0.384613037,1.159057617,6.143157959,17.45147705,7.661132813,fist
2.573303223,4.167358398,0.23727417,0.403015137,0.793304443,5.198028564,19.54263306,8.363830566,fist
5.304016113,3.840789795,0.22177124,0.522583008,1.384490967,4.284759521,15.82528687,9.911193848,fist
3.264801025,5.988525391,0.362030029,0.241638184,0.48916626,2.082336426,8.571807861,6.796081543,fist
4.010375977,3.466125488,0.212310791,0.607330322,0.822387695,2.946807861,15.59811401,6.552429199,fist
7.181304932,7.777191162,0.346130371,0.479400635,1.857757568,3.989349365,10.32116699,4.839172363,fist
2.980865479,4.040466309,0.336517334,0.308319092,0.566619873,1.594543457,11.96389771,5.229553223,fist
2.683624268,7.117553711,0.174865723,0.519500732,0.872070313,3.653442383,13.44235229,6.24395752,fist
3.695251465,6.931335449,0.273132324,0.535461426,1.210784912,4.898132324,16.23379517,8.120697021,fist
3.517486572,4.375457764,0.232818604,0.307830811,0.661682129,2.052154541,11.22229004,6.673095703,fist
4.015075684,5.321929932,0.165252686,0.438079834,0.926086426,5.641906738,16.36224365,8.758605957,fist
3.224761963,5.962646484,0.218658447,0.304534912,0.866790771,4.452392578,13.7744751,8.383056641,fist
3.96081543,9.298339844,0.287597656,0.511871338,1.195678711,5.984832764,14.85571289,7.845397949,fist
3.094604492,8.009063721,0.347076416,0.572418213,0.782745361,4.634033203,10.23345947,5.269927979,fist
2.261779785,5.042358398,0.170928955,0.470825195,0.77243042,2.79876709,9.788604736,3.669128418,fist
5.64050293,6.33380127,0.227325439,0.530700684,1.635284424,7.797821045,18.20730591,10.53045654,fist
2.781188965,3.770294189,0.152648926,0.284606934,0.393280029,2.197875977,11.78198242,3.771697998,fist
2.180938721,3.052886963,0.151733398,0.459991455,0.556243896,2.534820557,11.74200439,4.866668701,fist
2.218719482,4.812103271,0.197174072,0.498321533,1.240325928,4.435119629,12.01034546,9.048156738,fist
2.192199707,5.199066162,0.315887451,0.495788574,1.286315918,2.036956787,4.818817139,5.661560059,fist
2.934844971,12.13769531,0.357086182,0.539276123,3.103118896,10.41812134,22.16137695,10.15103149,fist
4.997833252,9.032928467,0.283477783,0.778198242,1.274719238,4.290496826,13.29959106,8.641815186,fist
2.159881592,5.937561035,0.303833008,0.786193848,1.617218018,3.926239014,7.782165527,6.337585449,fist
3.029571533,4.859283447,0.178619385,0.501861572,2.608215332,5.83303833,9.17175293,5.446838379,fist
3.438323975,8.285064697,0.334716797,0.572662354,2.188781738,4.8565979,14.57550049,8.595947266,fist
2.307678223,7.063873291,0.204986572,0.32824707,0.699493408,3.492340088,11.09909058,10.79718018,fist
7.158081055,5.601013184,0.428375244,0.75390625,2.035644531,10.23956299,19.32626343,7.616638184,fist
3.622894287,9.785247803,0.351623535,0.946533203,2.774780273,6.577728271,22.32516479,10.08563232,fist
3.422271729,10.64395142,0.443511963,0.436767578,1.850311279,5.219818115,13.76751709,6.94934082,fist
1.963439941,3.282012939,0.121459961,0.293060303,0.512268066,2.502197266,9.254241943,3.287384033,fist
2.122436523,1.784637451,0.165161133,0.378723145,0.622955322,2.077819824,10.97976685,5.235015869,fist
4.240936279,10.44302368,0.355682373,0.723571777,1.136627197,4.297668457,16.87564087,10.42260742,fist
4.066589355,7.522583008,0.220428467,0.522949219,0.676879883,2.187957764,9.513122559,8.418273926,fist
3.562652588,3.353088379,0.210113525,0.956176758,0.811157227,4.506072998,11.05758667,5.95526123,fist
4.105316162,6.773040771,0.426391602,0.486450195,1.121276855,5.441192627,14.44772339,8.062835693,fist
2.03125,4.192840576,0.282745361,0.505310059,1.421539307,3.714050293,11.81735229,8.306945801,fist
17.45840454,2.790618896,0.757110596,0.977020264,1.379241943,8.598083496,1.413726807,4.237548828,open
10.7911377,2.918121338,0.634490967,0.746307373,0.820739746,4.219940186,0.954925537,2.957183838,open
8.488952637,6.607330322,0.616271973,0.795074463,0.706695557,3.979248047,1.481658936,3.425048828,open
12.6541748,3.189819336,0.600830078,0.658843994,1.778656006,6.970611572,1.210327148,3.520935059,open
8.541412354,1.51651001,0.355621338,0.334686279,0.352355957,5.031066895,0.683013916,3.011810303,open
12.65823364,2.127380371,0.518829346,0.739654541,0.603515625,2.809387207,1.046325684,1.557373047,open
14.83837891,3.303009033,0.934814453,0.449707031,0.482940674,6.71005249,1.353210449,3.214385986,open
9.674560547,2.23651123,0.409057617,0.877410889,3.118103027,4.007751465,0.4503479,2.148254395,open
8.72668457,2.597167969,0.465515137,0.557952881,0.791564941,3.759002686,0.573425293,2.570739746,open
12.75778198,3.641937256,0.963317871,1.224273682,1.887268066,5.45413208,1.094055176,3.513977051,open
16.73019409,4.748657227,0.918334961,0.797180176,0.857666016,6.601226807,1.49407959,2.964477539,open
16.22183228,4.651306152,0.715179443,1.245147705,3.089813232,6.432830811,0.990814209,4.193267822,open
12.49423218,3.754089355,0.642211914,0.437744141,0.996002197,6.287994385,1.683197021,2.039855957,open
13.7003479,3.768157959,0.842254639,1.585693359,4.204833984,5.442199707,0.823394775,4.612976074,open
16.13052368,4.291809082,1,0.853424072,2.249572754,5.65447998,1.199493408,4.630615234,open
13.02786255,4.684997559,0.919128418,1.123596191,1.719207764,5.828826904,1.40914917,2.928863525,open
10.79788208,2.049285889,0.389556885,0.881774902,0.988342285,7.273956299,0.667694092,2.335113525,open
10.62841797,1.91696167,0.375671387,0.568481445,0.638153076,4.873168945,0.794677734,1.779663086,open
10.48596191,3.833496094,0.811889648,1.865020752,5.102294922,2.391784668,1.089660645,5.891906738,open
12.38491821,3.702850342,0.63571167,0.573486328,0.567352295,5.951721191,1.015655518,4.162628174,open
11.34634399,2.579925537,0.518951416,0.625701904,1.763427734,2.778289795,0.459320068,3.765441895,open
11.86715698,2.110443115,0.494506836,1.191894531,1.517272949,3.319854736,0.338531494,2.056274414,open
9.750091553,1.501922607,0.370758057,0.801055908,0.747924805,4.779998779,0.472625732,3.357971191,open
11.56283569,3.002838135,0.536437988,0.855133057,1.084106445,2.937469482,0.782470703,3.158538818,open
9.37588501,3.104125977,0.705535889,1.593353271,3.307342529,5.276794434,1.068450928,4.07611084,open
11.80810547,3.461547852,0.786499023,0.907073975,1.022155762,3.972808838,1.067169189,2.629241943,open
13.95980835,3.742492676,0.807434082,1.07699585,1.768127441,5.636383057,0.990112305,3.112518311,open
13.98678589,2.599487305,0.527038574,0.672729492,1.923583984,5.110748291,0.867004395,5.339202881,open
10.68411255,3.525756836,0.643432617,0.74987793,2.045135498,4.160461426,0.998687744,2.55581665,open
8.566009521,2.45324707,0.442871094,0.321014404,0.203491211,3.174591064,0.65322876,2.667175293,open
14.13208008,3.264892578,0.898742676,0.752563477,1.878509521,5.720489502,1.463378906,3.855987549,open
8.430480957,3.295715332,0.58013916,0.739379883,0.755218506,4.934082031,1.045074463,2.790405273,open
13.91693115,4.573944092,0.982086182,1.10269165,1.680938721,5.158294678,1.076934814,3.628112793,open
15.48751831,2.711547852,0.474700928,0.431854248,0.425964355,3.919769287,0.923858643,2.635101318,open
11.86871338,3.280639648,0.696807861,0.60168457,0.53237915,4.698364258,1.096832275,5.430908203,open
12.86807251,2.886413574,0.820281982,0.852264404,2.184356689,4.314117432,1.007629395,3.214080811,open
14.75756836,4.861907959,0.86907959,1.432891846,2.044281006,6.918548584,1.222900391,3.521972656,open
10.20581055,3.810791016,0.832366943,0.787231445,0.84664917,5.421234131,2.214080811,4.145843506,open
13.91226196,3.187713623,0.854858398,1.119384766,1.047729492,4.52142334,1.135314941,2.664794922,open
12.2394104,4.025787354,0.625213623,1.099731445,1.875366211,5.032012939,1.260528564,2.799316406,open
10.34988403,4.08996582,0.758300781,0.548248291,0.512268066,3.978363037,0.772460938,2.753936768,open
13.82736206,3.841766357,0.611083984,0.901794434,0.755493164,3.55279541,0.696289063,3.06149292,open
12.2746582,4.155822754,0.838623047,1.250823975,2.384613037,5.788543701,1.526794434,3.097473145,open
13.06573486,7.224121094,1.009429932,1.158538818,2.275024414,3.228759766,1.925354004,3.772003174,open
9.990234375,2.589080811,0.462249756,0.716156006,0.651092529,3.383209229,0.571166992,2.27947998,open
10.07400513,1.931732178,0.511016846,0.597473145,0.735626221,2.995880127,0.508300781,2.814239502,open
13.17105103,4.171569824,0.758239746,0.749053955,1.083404541,3.579772949,0.813873291,2.441314697,open
7.597473145,1.432006836,0.341918945,0.476470947,0.483856201,3.055114746,0.609558105,1.55770874,open
8.410369873,1.565643311,0.560211182,0.488250732,0.529663086,5.313476563,0.903930664,2.090667725,open
9.726104736,1.088409424,0.238739014,0.317810059,0.242553711,3.959381104,0.740692139,2.108795166,open
4.434906006,1.822875977,0.14440918,0.241516113,0.435180664,2.039642334,0.20513916,0.54006958,pinch
8.01739502,2.90133667,0.273071289,0.708862305,0.774658203,2.044311523,0.40625,0.888092041,pinch
4.425628662,2.07723999,0.145874023,0.337585449,0.559631348,2.068786621,0.28112793,0.433135986,pinch
5.425933838,3.481140137,0.175476074,0.342285156,0.382293701,1.087188721,0.299438477,0.481079102,pinch
4.2109375,0.982330322,0.154754639,0.638885498,0.606079102,1.23538208,0.147735596,0.304718018,pinch
6.45526123,2.791046143,0.260314941,0.542694092,0.738189697,2.723907471,0.206512451,0.647918701,pinch
4.63583374,2.299468994,0.20211792,0.537475586,0.434265137,1.31036377,0.390197754,0.669036865,pinch
5.010620117,1.169769287,0.149414063,0.407806396,0.97543335,2.676879883,0.259429932,0.41897583,pinch
8.393737793,2.046630859,0.33770752,0.646697998,1.381561279,2.171386719,0.307769775,0.927978516,pinch
6.243103027,3.455963135,0.23248291,0.516265869,0.550140381,1.884063721,0.393615723,0.55255127,pinch
6.783599854,2.775482178,0.294281006,0.532318115,0.653076172,3.087738037,0.245178223,0.660583496,pinch
5.289398193,3.977844238,0.224609375,0.571807861,0.494720459,1.004852295,0.318206787,0.879425049,pinch
4.744262695,3.264526367,0.301727295,0.482788086,0.722045898,2.104980469,0.377807617,0.479705811,pinch
4.120666504,0.830627441,0.138824463,0.335754395,0.448059082,1.178955078,0.500030518,0.402526855,pinch
6.012176514,3.019226074,0.252532959,0.659301758,0.46887207,1.388580322,0.308746338,1.079925537,pinch
5.554290771,0.703094482,0.130767822,0.361297607,0.518188477,2.185882568,0.255279541,0.344146729,pinch
4.267486572,3.161407471,0.184387207,0.821502686,0.926727295,2.287017822,0.279602051,1.239715576,pinch
4.735839844,1.313720703,0.167053223,0.317626953,0.51083374,2.149078369,0.126220703,0.300170898,pinch
2.430541992,0.365570068,0.094573975,0.136962891,0.143127441,0.645080566,0.083190918,0.242462158,pinch
5.638946533,2.843811035,0.182098389,0.458129883,0.659515381,3.822540283,0.300964355,0.404876709,pinch
5.568359375,2.008483887,0.183044434,0.226257324,0.754119873,1.895996094,0.364440918,0.955596924,pinch
4.101928711,1.453155518,0.179321289,0.33416748,0.370483398,1.825378418,0.417480469,0.471710205,pinch
4.136566162,1.151824951,0.150909424,0.307250977,0.308837891,1.329772949,0.197601318,0.435577393,pinch
1.918609619,0.747344971,0.157958984,0.697753906,0.756622314,0.884735107,0.144805908,0.434661865,pinch
4.509735107,2.393737793,0.168457031,0.575317383,0.794250488,1.501922607,0.564605713,0.560119629,pinch
4.444061279,0.782531738,0.13381958,0.29083252,0.34866333,0.977722168,0.174468994,0.292419434,pinch
7.365020752,2.262695313,0.164581299,0.265930176,0.578063965,1.784515381,0.212493896,0.421569824,pinch
4.581604004,1.192993164,0.1434021,0.708343506,0.887176514,1.770782471,0.267547607,0.574768066,pinch
5.953979492,1.745697021,0.422454834,0.697357178,0.71975708,2.155853271,1.585845947,0.810913086,pinch
4.556304932,1.469299316,0.11807251,0.517333984,0.498443604,1.177581787,0.213653564,0.316680908,pinch
7.836669922,2.855926514,0.171295166,0.622711182,0.601135254,2.129669189,0.251251221,0.513427734,pinch
4.264343262,1.196990967,0.132598877,0.280273438,0.328521729,1.061737061,0.125427246,0.318847656,pinch
5.739837646,2.013031006,0.155456543,0.348907471,0.949035645,2.878448486,0.234893799,0.590820313,pinch
5.920623779,2.304656982,0.214904785,0.680053711,0.712799072,1.798950195,0.220581055,1.372375488,pinch
5.156707764,1.123199463,0.132568359,0.16897583,0.419250488,2.191558838,0.192016602,0.289123535,pinch
6.340240479,2.616210938,0.220397949,0.7265625,0.887573242,2.627868652,0.313232422,0.655578613,pinch
4.48840332,2.050598145,0.162109375,0.285064697,0.394805908,2.364257813,0.254364014,0.515045166,pinch
5.960968018,3.683654785,0.191772461,0.465301514,0.487670898,2.296203613,0.287963867,0.4503479,pinch
5.525085449,1.552337646,0.189605713,0.393829346,0.46081543,2.390136719,0.198516846,0.507049561,pinch
4.894348145,1.400848389,0.147949219,0.312011719,0.527404785,1.770965576,0.46963501,0.449249268,pinch
5.510162354,1.603485107,0.248168945,0.406097412,0.368743896,1.981750488,0.529541016,0.66506958,pinch
6.651275635,2.84375,0.176208496,0.485168457,0.908508301,3.600128174,0.288391113,0.384490967,pinch
6.769439697,2.367431641,0.169494629,0.282348633,0.679138184,1.331512451,0.202636719,0.331878662,pinch
6.20513916,3.283447266,0.368713379,0.680786133,0.680236816,2.431549072,0.767974854,1.185852051,pinch
3.88961792,1.841522217,0.142486572,0.450439453,0.589202881,2.937194824,0.332366943,0.329040527,pinch
3.601104736,0.986328125,0.126556396,0.282073975,0.282531738,1.148681641,0.11730957,0.516876221,pinch
3.429595947,1.911102295,0.094421387,0.230651855,0.4034729,1.492797852,0.161468506,0.370330811,pinch
4.392608643,1.602386475,0.16519165,0.281524658,0.681640625,2.728179932,0.298187256,0.76461792,pinch
3.448120117,1.151153564,0.136383057,0.292266846,0.400238037,1.947601318,0.167938232,0.301879883,pinch
4.76965332,1.824707031,0.261505127,0.330200195,0.485992432,2.610595703,0.222442627,0.515930176,pinch
0.211395264,0.021972656,0.020294189,0.022644043,0.014892578,0.012512207,0.018981934,0.093139648,noGesture
0.466308594,0.048675537,0.022918701,0.021697998,0.015075684,0.014312744,0.020050049,0.056671143,noGesture
0.54309082,0.06640625,0.025726318,0.022857666,0.015075684,0.016479492,0.026428223,0.178100586,noGesture
0.716522217,0.093505859,0.034698486,0.024108887,0.019866943,0.018188477,0.02911377,0.090454102,noGesture
0.432250977,0.052459717,0.023040771,0.024810791,0.018737793,0.017089844,0.019561768,0.154632568,noGesture
0.224243164,0.023193359,0.018096924,0.024963379,0.016113281,0.014801025,0.020568848,0.108642578,noGesture
0.203308105,0.018737793,0.015258789,0.016815186,0.013092041,0.013244629,0.017913818,0.081634521,noGesture
0.733947754,0.123687744,0.027648926,0.022705078,0.016204834,0.015686035,0.039459229,0.218933105,noGesture
0.358795166,0.057037354,0.027679443,0.022155762,0.018341064,0.015136719,0.025115967,0.133270264,noGesture
0.277893066,0.039459229,0.018737793,0.019897461,0.012023926,0.014373779,0.019744873,0.097686768,noGesture
0.523925781,0.060333252,0.025085449,0.02722168,0.017974854,0.015197754,0.019622803,0.128204346,noGesture
