S1,S2,S3,S4,S5,S6,S7,S8,s1,s2,s3,s4,s5,s6,s7,s8,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8
-0.050961443,-0.089951972,-0.020249091,0.001690341,-0.010812652,-0.010205675,-0.015474179,-0.016854848,-0.050438252,-0.02999369,0.03498957,0.306037477,0.224799858,0.064262864,0.26742716,0.049615942,-0.015221994,-0.133449292,-0.017289396,0.018115623,0.035623863,-0.043770732,-0.014030327,0.096222628
0.021424405,-0.026100786,-0.002982938,-0.002273727,-0.008412599,-0.003364547,-0.002060325,-0.002177038,0.269379511,0.081860564,0.056080603,0.217242102,-0.111847179,-0.350873682,0.183560559,0.07061679,-0.041281391,-0.065476574,-0.024947578,-0.010989844,0.004358357,0.005813491,-0.099382402,-0.086350642
0.071431778,0.0603705,-0.000924091,-0.025596193,-0.009632815,-0.003207437,0.001383541,0.009243997,0.362552707,0.117304036,0.071624255,0.058582572,-0.175250956,-0.333255086,0.122591796,0.00766677,-0.045088917,-0.00982959,0.009366029,-0.020016375,-0.005902033,0.050985461,0.015457717,-0.164784829
0.040573303,0.066248674,-0.012666391,-0.034762865,-0.011272352,-0.008020192,-0.008655229,0.001322374,0.07427812,-0.053798716,0.013042732,0.119568857,0.344581838,0.085552517,0.04104229,-0.151126522,-0.007026362,-0.039734429,0.035440195,0.002586842,0.032643053,0.103758428,0.241394181,-0.000697679
-0.00972946,0.010727271,-0.010844801,-0.011703999,-0.008381058,-0.010536122,-0.013172006,-0.009945317,-0.165304711,-0.23380028,-0.096420938,0.281710554,0.752926318,0.188753877,0.059974658,-0.213989627,0.025364968,-0.085063306,0.01168621,0.019060646,0.049554639,0.110715446,0.242471738,0.16117419
-0.007860717,-0.020920691,0.006857011,0.018093874,-0.003147153,-0.0086657,-0.0018258,-0.002625323,0.063218558,-0.12732932,-0.122460962,0.208958422,0.350537303,-0.238105153,0.218201197,0.001671113,0.017044102,-0.061948432,-0.024235817,0.005557995,-0.005855977,0.024229439,0.005667301,0.097478379
0.006762606,-0.007963214,0.011322929,0.019158463,-0.003444591,-0.006156006,0.008167321,0.012826511,0.500058312,0.191171118,-0.011842453,-0.116284389,-0.394212664,-0.470485763,0.303519396,0.352009815,-0.011571792,-0.004488748,-0.022589871,-0.013533232,-0.063952887,-0.073430262,-0.102801708,-0.062422511
-0.0389798,0.002239862,-0.008091303,-0.009035001,-0.012647037,-0.005697097,-0.001728637,0.004864327,0.530344767,0.310541566,0.096857855,-0.347195589,-0.475550934,0.035256256,0.171696692,0.453016442,-0.030509753,0.011312907,-0.0035037,-0.010312119,-0.035327538,-0.048467925,0.030010231,-0.105064722
-0.105885536,-0.015143525,-0.023171359,-0.033909845,-0.023910056,-0.006307719,-0.019785279,-0.027927384,0.050282439,0.040805908,0.054621276,-0.257036679,0.091186473,0.735379441,-0.000676354,0.154879071,-0.032261937,-0.013580854,-0.005279374,0.007067527,0.04352069,0.078881273,0.064119244,-0.057739567
-0.086407743,-0.03024984,-0.011065623,-0.030893522,-0.026904277,-0.006074533,-0.019277156,-0.045225734,-0.406704935,-0.308794493,-0.080766971,-0.013252482,0.268412983,0.753408192,-0.01267486,-0.22929093,-0.015315155,-0.038448759,-0.007265965,0.017472571,0.061333857,0.137213175,-0.149215713,-0.031333001
0.016583163,-0.013289094,0.010513805,-0.009709528,-0.019316576,-0.004006607,0.000623458,-0.021518452,-0.402216471,-0.341961119,-0.129157349,0.099090284,-0.364185537,0.1033779,0.037465999,-0.292493118,0.016582694,-0.057479405,0.018686766,0.01704987,0.002781327,0.045443767,-0.237933844,0.014230097
0.075616464,0.017123715,0.012094232,0.00363933,-0.009250429,-0.000635965,0.012286986,0.011863815,-0.078044643,-0.074856893,-0.045988459,0.02497171,-0.905730328,-0.432237848,-0.018002376,-0.022394775,0.038280339,-0.062094125,0.03234868,0.009440136,-0.03476647,-0.069752372,0.032606471,0.115427571
0.032666361,0.018894833,-0.004873307,0.00075652,-0.005965712,0.001207056,0.000203853,0.011565507,0.158707209,0.151835789,0.037445982,-0.09903577,-0.514808442,-0.402071779,-0.0659023,0.227837064,0.023894578,-0.016568183,-0.011441854,-0.006615923,-0.003016064,-0.061411916,0.250680097,0.13178782
-0.013447606,-0.010917368,-0.015768545,-0.004776404,-0.010220941,-0.001089618,-0.017646584,-0.011680223,0.12552981,0.135847218,0.026962464,-0.17605265,0.285557358,-0.091741202,0.094804056,0.200615621,-0.017173508,0.049667676,-0.066616343,-0.024048189,0.020439003,0.033770953,-0.013599569,-0.024057781
0.016866454,-0.028622924,-0.011211125,-0.003608349,-0.014659186,-0.005359518,-0.018340921,-0.014486672,-0.067771079,-0.004704328,-0.013039938,-0.191305166,0.41647283,0.075559428,0.330260931,0.004721692,-0.048944658,0.024471332,-0.057643769,-0.025531353,-0.033602162,0.06947112,-0.445731088,-0.15935951
0.040975094,-0.012092388,-0.006898256,-0.004796404,-0.01221486,-0.006826541,-0.005825692,0.004214086,-0.208061706,-0.064121816,0.010799256,-0.11295045,-0.155031528,0.01997009,0.285687065,-0.088999175,-0.047311491,-0.115027595,-0.005080666,-0.00934113,-0.098040892,0.002283547,-0.42643919,-0.062315032
-0.030578244,0.004297006,-0.015334393,-0.015868053,-0.002778033,-0.005528615,0.000965814,0.004804229,-0.141502697,0.005987452,0.076096905,0.076100182,-0.515942062,-0.14891496,-0.074755946,0.008347529,-0.018360588,-0.212530902,0.008428871,0.002611638,-0.064386343,-0.072235724,-0.00394617,0.143274754
-0.100278505,-0.003414615,-0.022745689,-0.023046909,0.007136638,-0.00553513,-0.00105879,-0.016254809,0.078956914,0.098749472,0.095577979,0.255546657,-0.291599969,-0.330953885,-0.345940795,0.136358523,0.006580078,-0.133535582,-0.024734348,-0.005273803,0.038486145,-0.073475618,0.191161694,0.16554409
-0.029808929,-0.004142531,-0.007332524,-0.010198373,0.008969034,-0.006992488,-0.000562266,-0.01695586,0.182125972,0.094025404,0.046453144,0.235361233,-0.077985793,-0.372334867,-0.209333686,0.107029631,-0.006803731,0.031718165,-0.035485107,-0.021293972,0.070356973,-0.031955801,-0.062716586,-0.017487833
0.080335695,0.00705152,0.020311468,0.008389741,-0.00238708,-0.007985297,0.001258327,0.005940125,0.00206083,-0.022353231,-0.016636356,0.00784807,-0.302083266,-0.149641406,0.132660189,-0.076014033,-0.051865026,0.10012693,-0.004424394,-0.025148356,-0.01285093,-0.016193431,-0.282455776,-0.141631382
-0.00051259,-0.034823193,0.018282262,0.000512756,-0.022331439,-0.012972648,-0.010431604,-0.003059676,-0.219184905,-0.13378126,-0.042757411,-0.183190201,-0.544346415,0.158328363,0.22366547,-0.230899196,-0.066994433,0.05650539,0.011723819,-0.013195076,-0.089028087,-0.030533204,-0.08797996,-0.051598069
-0.228407903,-0.126147876,-0.024149882,-0.03184755,-0.034342411,-0.02486009,-0.032301646,-0.054718631,-0.121780461,-0.10598187,-0.028808025,-0.128683489,-0.356247933,0.186944647,-0.050820913,-0.209756385,-0.009373551,0.03198138,-0.01241673,0.001990787,-0.053343061,-0.025126926,0.223148328,0.111115844
-0.266363695,-0.118522941,-0.050712232,-0.042401684,-0.022239402,-0.029520757,-0.034556321,-0.069267535,0.199781772,0.038524824,-0.002919783,0.061997533,-0.032212455,-0.086685042,-0.327399524,-0.066785498,0.065650356,0.069358051,-0.030247163,0.005584931,0.027551189,0.021532334,0.176965471,0.140032016
0.006214032,0.051238655,-0.011667693,-0.005493975,0.00765466,-0.010751377,-0.003684337,-0.001815151,0.272699039,0.117035347,0.003403446,0.099555036,-0.051498938,-0.23563717,-0.237782072,0.018244697,0.061230836,0.069869484,-0.009834764,-0.008141924,0.028560034,0.069828051,-0.169293125,0.016219728
0.236467818,0.167859913,0.045357365,0.034944135,0.024307985,0.015478986,0.025498141,0.058208541,-0.043598825,0.019417806,-0.018232708,-0.083927565,-0.265684374,-0.000685211,0.132396135,-0.03119082,-0.022897253,-0.027861613,0.018408669,-0.027233895,-0.041261167,0.070828905,-0.360286777,-0.118913717
0.091061621,0.026570808,0.031588145,0.021220614,0.006416877,0.012210615,0.011936086,0.012673104,-0.318515801,-0.127657151,-0.039376886,-0.236281823,-0.207759459,0.276573954,0.356771269,-0.107335208,-0.082297818,-0.145964484,0.024368006,-0.028092192,-0.07017741,0.026958949,-0.193964121,-0.138414704
-0.207244966,-0.17800096,-0.037457927,-0.028648131,-0.025020339,-0.020135662,-0.02649805,-0.073139831,-0.194737865,-0.128069833,-0.028827783,-0.145584141,0.114522139,0.136609792,0.176322845,-0.090487017,-0.055004765,-0.165042857,0.020663816,-0.003988281,-0.026157588,-0.015464335,0.080996764,-0.037177677
-0.18660819,-0.101801055,-0.050791405,-0.041226068,-0.029042824,-0.032746358,-0.031505053,-0.054267469,0.098850644,0.009245602,-0.003573609,0.053114072,0.27129136,-0.300850971,-0.221531047,-0.020100229,-0.000650118,-0.044457304,0.019801735,0.019454637,0.015391599,-0.025097205,0.165276,0.077711869
0.131986655,0.145609988,0.017577706,0.000872775,-0.001333941,-0.001184539,0.006805802,0.056766167,0.146099022,0.092234726,-0.00915091,0.070099835,0.086416471,-0.499864639,-0.436742885,-0.019867356,0.001351701,0.148395235,0.009604606,0.015516306,0.015988679,-0.0146949,0.045454524,0.08931656
0.231764066,0.100980265,0.053062775,0.030784213,0.017705436,0.029531042,0.029082731,0.089035052,-0.044606634,0.023752397,-0.043987729,-0.128071076,-0.172686233,-0.266086593,-0.274385113,-0.10635909,-0.037812662,0.266408838,-0.00665982,-0.005292063,0.0202283,-0.009003715,-0.103637008,-0.00399013
-0.092376491,-0.267058224,-0.010063994,0.004463774,0.002676309,0.013455373,-0.000233,-0.018883024,-0.152062662,-0.078305146,-0.051619323,-0.27731679,-0.190464558,0.059000982,0.110864368,-0.168614246,-0.056588922,0.184374307,-0.000548501,-0.011396793,0.039837593,-0.008674223,-0.165154216,-0.082255506
-0.365512355,-0.394847597,-0.064821217,-0.028302704,-0.018511938,-0.019177748,-0.030430799,-0.105553034,-0.061270671,-0.068080426,-0.005731913,-0.181204298,0.109821704,0.16623686,0.413093313,-0.122568587,-0.038468216,-0.043350103,0.029835422,0.002519024,0.01524759,-0.001362359,-0.144024557,-0.055423826
-0.135912908,-0.00204119,-0.005858001,-0.008578024,-0.010914951,-0.011624632,-0.004619621,-0.031509123,0.057584592,0.031664142,0.044836388,0.044403093,0.558828378,0.141151492,0.448060048,-0.000254875,-0.012340688,-0.180969008,0.046883006,0.012044482,-0.061099118,0.010506418,-0.090051133,0.016891621
0.309523806,0.381016971,0.079977345,0.030363625,0.008952855,0.020125322,0.040062481,0.093618323,0.071612874,0.081883995,0.043241747,0.150197762,0.803628668,0.148678049,0.26066931,0.112892885,0.005712408,-0.075859707,0.030421818,0.003724712,-0.095201784,0.013963164,-0.041633731,0.011186103
0.358447309,0.19935368,0.045367303,0.015949009,-0.000465556,0.012560489,0.024563894,0.070878729,0.003731596,0.014254143,-0.002405159,0.061750558,0.557855501,0.129530652,0.034473017,0.152707774,0.019908295,0.125816221,0.00379614,-0.009765726,-0.033309709,0.007352401,-0.00144817,-0.08409697
0.001796874,-0.241844852,-0.072980371,-0.043626398,-0.035425488,-0.031975971,-0.042069944,-0.082312426,-0.095445711,-0.094163205,-0.041353356,-0.079343503,-0.010781127,0.023282606,-0.081027245,0.089339945,0.025700908,0.162053737,-0.009899156,-0.015644319,0.041538315,0.001782382,0.070839855,-0.148981555
-0.172265853,-0.261687263,-0.113136488,-0.071196464,-0.048888203,-0.043399468,-0.070381433,-0.157845586,-0.16736452,-0.1167912,-0.043592494,-0.122663092,-0.365073986,-0.013896947,-0.070634786,-0.049852465,0.0143829,0.014063674,-0.014345322,-0.014272787,0.035558522,0.007428888,0.191167848,-0.091220573
0.098623681,0.115339418,-0.046637404,-0.039404607,-0.022830486,-0.005298069,-0.02975211,-0.067796707,-0.116563333,-0.021084384,-0.016537098,-0.067376612,-0.25095016,0.109174166,-0.007684372,-0.156758954,-0.004419025,-0.088496143,-0.013443876,-0.005051046,-0.014117111,0.025210266,0.263768794,0.034688597
0.384986969,0.252322387,0.004088124,3.26E-05,0.006428315,0.01354966,0.009274943,0.045775881,0.046547206,0.087091747,0.013727843,-0.016870006,0.022487232,0.160040373,0.052317885,-0.126092286,-0.011537587,-0.025143311,-0.002571934,0.01236252,-0.01691424,0.040391688,0.161581759,0.100247676
0.30424278,-0.023700047,-0.008783183,0.007003217,0.005965903,-0.017853661,-0.004757082,0.047385885,0.138458986,0.078747693,0.018758779,-0.032270957,0.138724497,-0.074398685,0.101519161,0.007667339,-0.001222202,0.048316638,0.006224877,0.020785391,0.0186047,0.025689532,-0.060351906,0.062903249
0.10484788,-0.168249563,-0.006597508,-0.001910512,-0.011398693,-0.03113311,-0.029615038,-0.009186685,0.057441316,-0.033868968,-0.008847502,-0.065225574,0.209250881,-0.361056653,0.1328986,0.091752892,0.016777496,-0.028121423,-0.004997523,0.000725195,0.017498812,-0.024965016,-0.161936026,0.002966833
0.14724407,0.132328206,0.026138716,-0.010634257,-0.019785102,0.019034716,-0.018763406,-0.019357983,-0.036679571,-0.10132517,-0.037367211,-0.038837722,0.358879871,-0.295403739,0.125301942,0.047464488,0.024855034,-0.152038771,-0.020489103,-0.032152965,-0.019393544,-0.068285314,-0.033530124,-0.003026379
0.243459382,0.4322811,-0.004538709,-0.032416291,-0.018269162,0.055661029,-0.002984659,-0.006730642,0.006089175,-0.038798513,-0.029857548,0.032782257,0.323509936,0.088661813,0.079466849,-0.03554358,0.005195254,-0.120627718,-0.010138938,-0.037905404,-0.021201303,-0.055897989,0.11405009,0.012154059
0.052568772,0.272393434,-0.103484281,-0.057807045,-0.013954197,-0.005476783,-0.019886109,-0.034854708,0.05800379,0.052927398,0.001583814,0.057831475,-0.071407443,0.351812663,0.022139295,-0.042944057,-0.037421461,0.042568644,0.011424646,-0.009746468,0.020663088,-0.008658635,0.040413972,-0.023608452
-0.171309165,-0.076387562,-0.126010588,-0.043275309,-0.000885919,-0.101995495,-0.033798977,-0.050933863,-0.028582263,0.045975899,0.013807456,0.006841082,-0.396549164,0.278645672,-0.030617614,0.006091174,-0.061403407,0.1153154,0.001148581,0.013423417,0.036629192,0.005976619,-0.150538056,-0.088837396
0.090039785,-0.07379764,-0.009038395,0.01204507,0.016969482,-0.099836493,-0.004301578,0.016516888,-0.093070484,-0.014580731,0.002956896,-0.0344225,-0.160388879,0.113112831,-0.074995046,0.016521159,-0.030040779,0.013202717,-0.035695624,0.00520345,0.0019953,-0.019318113,-0.15831907,-0.092609228
0.640615251,0.234883135,0.094439523,0.038843867,0.01196956,0.003523602,0.024181765,0.077049866,0.063280359,0.00059654,0.003653013,0.000454541,0.363305066,0.102609434,-0.092062732,-0.02900876,0.028677857,-0.092079157,-0.049621311,-0.013099073,-0.025330128,-0.017561772,0.041103796,-0.026220386
0.672573447,0.34307126,0.031086386,-0.007678995,-0.025873573,0.070323039,-0.008617729,-0.007653229,0.241674192,0.069135977,0.014835792,0.045527604,0.455455936,0.14699901,-0.070493217,-0.06342997,0.042437492,-0.050194704,-0.0336924,-0.015205482,-0.012207195,0.031570402,0.145973461,0.009217531
-0.016538534,0.099753186,-0.122393048,-0.074086316,-0.058713951,0.025541199,-0.064658822,-0.158587015,0.101585308,0.043333982,-0.00610923,0.007205506,-0.004309543,0.054038827,-0.051209952,-0.048308822,-0.012410608,0.036231183,-0.032858948,-0.012042775,-0.002162987,0.049934434,-0.003323799,-0.041280904
-0.62136502,-0.115384199,-0.173076451,-0.079027939,-0.047030987,-0.045813043,-0.06093656,-0.152554331,-0.229868331,-0.086099674,-0.056653208,-0.077624801,-0.407848459,-0.121373072,-0.087288717,-0.007903419,-0.074441596,-0.013261853,-0.051913667,-0.021777684,-0.022866609,-0.010678651,-0.17662656,-0.094870123
-0.47629671,-0.049965802,-0.073929331,-0.020218274,-0.006275174,-0.043720623,-0.006949499,0.015669777,-0.274557832,-0.140289153,-0.069004715,-0.09652036,-0.339055079,-0.193597124,-0.154217761,0.032782494,-0.073106581,-0.157372699,-0.036184356,-0.028393821,-0.02704284,-0.069383659,-0.109859157,-0.053991381
0.017506133,0.051647318,0.051687094,0.038517533,0.018859887,0.006447407,0.015928043,0.088677327,0.049143817,-0.027766969,-0.013772622,-0.038301528,-0.062164687,-0.135171518,-0.16545038,0.064330684,-0.011635889,-0.182541172,0.024464385,-0.008235702,0.019123451,-0.035281985,0.104746105,0.048567542
0.101431822,-0.086499141,0.096849734,0.058096615,0.019565892,0.025627467,-0.004660146,-0.047697768,0.274893736,0.100183732,0.042032611,0.005377296,0.027927802,-0.066604747,-0.095246384,0.056127495,0.047022699,-0.023910582,0.055058432,0.022314462,0.059496968,0.03970929,0.179764703,0.096507005
-0.209051473,-0.294064656,0.067845611,0.049345856,0.020690361,0.012160867,-0.005570389,-0.166595934,0.111454481,0.075468216,0.029907826,0.000798105,-0.048530391,-0.058645243,-0.024109564,-0.016468882,0.054092543,0.135170647,0.008905268,0.026236344,0.030321086,0.039596326,0.054775126,0.038935398
-0.330654839,-0.239450771,0.012696945,0.024461193,0.024113003,0.012271023,0.017473347,-0.073109557,-0.139163643,-0.043748911,-0.022868591,0.006551728,-0.076708266,-0.087692719,-0.031340102,-0.103524339,0.014340225,0.121940168,-0.051119024,0.002882096,-0.03155744,-0.02854502,-0.058237786,-0.064393344
