S1,S2,S3,S4,S5,S6,S7,S8,s1,s2,s3,s4,s5,s6,s7,s8,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8
-0.128724749,0.013949919,-0.049361235,-0.021103937,0.002843323,0.013079313,-0.00727538,0.065566638,-0.114767435,-0.087858063,-0.046564888,0.03725369,-0.04392373,-0.117761141,-0.093158326,-0.115128885,-0.031297945,-0.004798359,-0.045543103,-0.012670918,-0.04122036,-0.055401242,-0.015360757,-0.117293872
-0.027639991,0.092591689,-0.106282436,-0.072857434,-0.042544775,-0.03132085,-0.083081783,0.0106495,0.057324387,-0.030092234,-0.032985667,0.022958811,-0.058501455,-0.120227748,-0.125850218,-0.042053934,-0.043412223,-0.063432189,0.008001091,-0.003779156,0.003847445,-0.017240956,0.07063637,-0.069333623
-0.198766383,-0.094220432,-0.115304267,-0.085979892,-0.06578692,-0.087424368,-0.107003906,-0.128942334,0.061031888,0.019491864,-0.024077494,-0.054860943,-0.103931754,-0.070199833,-0.094264361,0.024463728,-0.013688149,0.014711357,0.039055659,0.009787815,0.027842391,-0.000762774,0.03589013,0.044315339
-0.288119339,-0.202546422,-0.031410503,-0.033908132,-0.035003863,-0.064047925,-0.03437908,-0.09271656,-0.067150362,0.007128827,-0.030350106,-0.103000828,-0.09755075,0.003130862,-0.037098104,0.016431239,0.030468356,0.13331064,0.030493079,0.009411719,0.000837148,-0.031184563,-0.078542356,0.120054624
-0.04368747,0.005686469,0.113246972,0.045006697,0.016852224,0.037208463,0.0312066,0.052529466,-0.067951281,-0.020750642,-0.025333509,-0.055621932,-0.056507122,0.025183823,-0.003349519,-0.028611495,0.053545393,0.159501955,0.011993122,0.00043309,-0.023755266,-0.025586041,-0.099071321,0.078787872
0.297217897,0.276342468,0.186068653,0.070945088,0.027330302,0.090433568,-0.004801081,0.018782104,0.064575484,-0.029381148,-0.004709352,0.018297272,-0.046259994,-0.013987648,-0.000141032,-0.039959658,0.043854631,0.053261898,-0.009010318,-0.008101941,-0.007031165,0.037423999,-0.002262596,-0.043159948
0.406913584,0.235925704,0.077499256,0.00399162,-0.021062296,0.011885692,-0.076905392,-0.167107832,0.105425621,-0.0251055,0.005772542,0.018938948,-0.061937053,-0.036200926,-0.003461716,-0.013792,0.012631403,-0.093744488,-0.038511851,-0.017359786,0.016760737,0.050192641,0.027973247,-0.133928445
0.270918361,-0.061337347,-0.137130132,-0.103188078,-0.081904501,-0.115494387,-0.071280109,-0.165246435,0.001396631,-0.000519581,-0.004245161,-0.042668838,-0.066012574,-0.005370265,0.001170009,0.002176396,-0.025801946,-0.135343926,-0.051623492,-0.024418631,0.009463852,-0.037454548,-0.114173338,-0.133393862
0.042967105,-0.241108469,-0.249813168,-0.153966179,-0.09844153,-0.148443692,-0.01216461,0.080904991,-0.073753776,0.037322508,-0.01955034,-0.080806273,-0.057364963,0.013518767,0.000917559,-0.012575383,-0.054634276,-0.037038142,-0.026718463,-0.019703754,-0.008440278,-0.098172767,-0.253850825,-0.068382326
-0.182135334,-0.148268782,-0.180674666,-0.113960605,-0.061885133,-0.065000295,-0.006777239,0.194393883,-0.030975591,0.019100845,-0.029236488,-0.06191586,-0.035884539,-0.021557058,-0.020623578,-0.033302305,-0.050305816,0.05418249,0.002292378,-0.00747751,-0.007408069,-0.016791741,-0.175368742,0.017475303
-0.30449712,0.019202333,-0.073183004,-0.041018246,-0.011409164,0.031635894,-0.048703758,-0.013463719,0.038095858,-0.087135893,-0.032267898,-0.023001773,0.011712981,-0.0486654,-0.051075402,-0.034973202,-0.009387349,-0.006832247,-0.007898248,-0.00558427,-0.006663518,0.104460799,0.028250441,0.083656153
-0.211180876,0.068738997,-0.051352264,0.002264133,0.014780665,0.061409481,-0.025257315,-0.192373227,0.062567758,-0.167161787,-0.022480588,0.00328751,0.047999241,-0.014707672,-0.05859655,-0.02096316,0.027920791,-0.142893478,-0.038037045,-0.016103557,-0.028950413,0.084264203,0.077929448,0.06211354
0.012312683,0.002302659,-0.032468246,0.021125829,0.014734802,0.042203745,0.07725207,-0.014474074,0.059337324,-0.091942298,-0.000932024,0.014736684,0.011388279,0.025673216,-0.035614892,-0.009613243,0.018675331,-0.154802266,-0.04344788,-0.019175356,-0.040745448,-0.058286917,-0.046071,-0.072510958
0.101120408,-0.153554178,0.075544766,0.041771425,0.008381059,0.022423358,0.124638211,0.273652693,0.01165544,0.066769548,0.006820777,0.008134147,-0.055858679,0.006313348,-0.009966305,-0.010533231,-0.019654315,-0.024486728,-0.031564278,-0.005401467,-0.002410515,-0.134357056,-0.070893963,-0.195853535
-0.013748392,-0.38340012,0.152566481,0.047555127,0.007519273,0.014756718,0.041450076,0.247144088,-0.106832877,0.111246725,-0.020662173,-0.020673613,-0.028294702,-0.035981864,-0.003207824,-0.015605604,-0.028978028,0.064634646,-0.031304552,0.009000553,0.049452124,-0.076630279,0.099514562,-0.136737965
-0.076024163,-0.489615209,0.063013574,0.024863803,0.015257346,0.01575791,-0.060360167,-0.018594043,-0.196472971,0.008132616,-0.061246254,-0.050405439,0.099660096,-0.03126212,-0.004322308,-0.011151865,0.001246149,0.02982303,-0.018883531,0.010197571,0.041607942,-0.020264744,0.205030549,0.071506515
0.09313879,-0.208725295,-0.062223819,0.022548051,0.036692571,0.030209014,-0.04514814,-0.119325968,-0.125523391,-0.068211068,-0.069808777,-0.051884271,0.160324857,0.004496828,0.000306043,-0.00067043,0.015003868,0.000583412,0.037279871,0.005264266,-0.022761015,-0.060634328,0.078105493,0.182351611
0.288209679,0.329364443,-0.018705086,0.076470672,0.06260483,0.045327538,0.049018751,-0.007296445,0.040420526,-0.015733561,-0.036196045,-0.030734998,0.048710771,0.009900788,0.000288576,-0.004367292,-0.021113742,0.059599617,0.082172376,-0.000728195,-0.062699895,-0.103094102,-0.047727723,0.053947559
0.22792153,0.58385614,0.102010412,0.113738425,0.057817723,0.027434017,0.083725003,-0.010112458,0.10067761,0.050724232,0.003836684,-0.018688473,-0.10357697,-0.011691465,-0.013210393,-0.025632111,-0.059724677,0.091134287,0.031713317,-0.01896076,-0.038725546,-0.042592489,0.061096235,-0.148637614
-0.006427983,0.278753691,0.065717437,0.046503038,0.005935872,-0.021934444,0.028268212,-0.210625976,0.017574841,0.014598605,0.015918372,-0.023748875,-0.108452784,-0.010541406,-0.023358712,-0.036961508,-0.042751745,0.009172164,-0.076857739,-0.047884118,-0.003688311,0.04715633,0.205576883,-0.17287781
-0.099945228,-0.168585184,-0.054704071,-0.059698047,-0.042790709,-0.046047832,-0.026015944,-0.307302513,-0.045504109,-0.046137118,0.003723688,-0.020653813,0.009763569,0.013899403,-0.016005383,-0.020214932,0.008556783,-0.065640911,-0.107663154,-0.056809624,-0.010436547,0.033845493,0.071604583,-0.006781084
0.032692768,-0.170725951,0.019600951,-0.051288886,-0.021330837,-0.007756625,-0.030243503,-0.162891164,-0.001352514,-0.005397626,-0.005058022,0.004793205,0.067674615,0.017433376,-0.007253069,0.000680344,0.025438719,-0.015744419,-0.02552013,-0.027925563,-0.032597442,-0.053539146,-0.216281415,0.132873449
0.196187765,0.282790238,0.232260078,0.069497217,0.05167535,0.048477613,-0.029723426,-0.023742634,0.05071305,0.086709384,0.004712135,0.029680539,0.001572462,-0.006994013,-0.014382519,-0.002957689,-0.006961694,0.062621485,0.042770929,0.006461114,-0.019535759,-0.069906405,-0.261186611,0.091843467
0.29739974,0.688760992,0.210619831,0.122740346,0.080866095,0.054409883,-0.043912758,-0.036108309,0.033683375,0.077166071,0.019154658,0.025732485,-0.063116884,-0.022333356,-0.02289074,-0.016711139,-0.034966009,0.036618757,0.001822413,0.004578721,0.018270135,0.019383769,-0.019569202,-0.052559317
0.462520471,0.673492029,-0.082349206,0.024320469,0.027255706,0.014159472,-0.017784427,0.015946036,0.007188125,-0.052928453,0.014540579,0.000266028,-0.030680468,-0.014077168,-0.013031218,-0.010915551,-0.020517983,-0.030470437,-0.067249224,-0.021305726,0.031332145,0.094794153,0.151230596,-0.110796238
0.681616999,0.282789595,-0.201498064,-0.077287138,-0.03238487,-0.008612081,0.062705374,0.246086879,0.001457852,-0.16433557,-0.008030061,-0.012668403,0.026200854,-0.005522862,0.002476848,0.003889428,0.010340654,-0.016882165,-0.045740663,-0.023729973,0.009820882,0.067037505,0.075910135,-0.003625745
0.653150937,-0.213577302,0.065325437,-0.033494969,-0.019804098,0.012073125,0.110983435,0.34303757,-0.062965734,-0.15322561,-0.019164799,0.00154692,0.009246827,-0.009447306,-9.85E-05,-0.00401973,0.014854692,0.026780278,0.028043629,0.003430284,-0.011586405,-0.010643659,0.001700656,0.146716319
0.236344254,-0.488818944,0.309931136,0.079135055,0.033395531,0.03548225,0.06528706,0.058771416,-0.180797824,-0.056156298,-0.005258733,0.017984871,-0.043622418,-0.012473709,-0.014457368,-0.02735375,-0.009174687,-0.00420647,0.028559236,0.015117476,-0.014199904,-0.040470194,0.151140984,0.140793037
-0.162978967,-0.272152223,0.159614932,0.101376904,0.049300908,0.02701648,-0.006440101,-0.300530012,-0.173114515,0.036920521,0.002488555,0.007120308,-0.037985522,-0.008020248,-0.017345804,-0.029032508,-0.030599781,-0.041458097,-0.042222357,-0.009693962,-0.015294843,-0.002946786,0.355743557,-0.06201027
-0.029282732,0.339882235,-0.106911696,0.042749003,0.02621076,0.007087654,-0.009649037,-0.288815502,0.050991474,0.081918681,-0.025224169,-0.021218714,0.014774935,-0.006303325,-0.007825865,-0.00363124,-0.023344991,0.032113399,-0.055223024,-0.031357272,-0.030604446,0.049366067,0.319236745,-0.254534609
0.512653754,0.778790192,-0.039417947,0.024883656,0.018716379,0.005828969,0.030256129,-0.00298243,0.286358444,0.079131994,-0.055598885,-0.027729866,0.028212664,-0.009580701,-0.002078709,0.019602877,0.01417336,0.127356786,0.029048453,-0.013416754,-0.052305858,0.057978119,0.044799857,-0.202645616
0.79102904,0.592574242,0.228540013,0.052873134,0.029018938,0.011651687,0.020459938,0.104728901,0.270058819,0.042318317,-0.031194064,0.001705346,-0.008972029,-0.007936633,-0.001866345,0.028208422,0.055198972,0.073435339,0.086982233,0.017560313,-0.064679216,-0.000593931,-0.190195094,0.054337528
0.485389334,0.068571593,0.233209467,0.027409603,0.008204998,-0.002357463,-0.039853869,-0.040818139,0.040033674,-0.004658579,0.033161046,0.032262012,-0.027893966,-0.001835426,0.001284515,0.03123782,0.055173595,-0.064615138,0.025481342,0.014472963,-0.055883928,-0.085325322,-0.196894572,0.233494392
0.020953994,-0.145411749,-0.028657277,-0.050166734,-0.043153181,-0.029053617,-0.061124527,-0.096046882,-0.130184293,-0.033967403,0.053269605,0.024155423,-0.009351725,-0.00413567,0.00169118,0.021554335,-0.004183799,-0.065040244,-0.070448945,-0.015658286,-0.019331468,-0.100661117,-0.070783418,0.161960639
-0.095976969,0.024356863,-0.136229074,-0.070188449,-0.064349373,-0.040344307,-0.016415887,0.037195402,-0.104586208,-0.03005321,-0.004072204,-0.01468297,-0.008146304,-0.016506824,-0.010083412,-0.010308794,-0.074776497,0.072818951,-0.068946777,-0.025392634,0.030927222,-0.00376026,-0.035254059,-0.023520209
0.078149517,0.047153441,0.012260844,-0.01540341,-0.035729205,-0.03394202,0.014215749,0.041967768,-0.003263298,0.00791329,-0.065107886,-0.039770843,-0.040824853,-0.023067571,-0.020889048,-0.031468772,-0.083064513,0.113547432,0.015485498,-0.002882311,0.054544981,0.100831534,-0.156328113,-0.093767676
0.223452987,-0.272031082,0.063158382,0.003247036,-0.011518026,-0.032586903,-0.025337308,-0.192116817,0.035916933,0.062039645,-0.052504093,-0.027660181,-0.052271568,-0.012280478,-0.00951755,-0.000427583,-0.02502348,-0.016861036,0.061797705,0.012728212,0.025829961,0.063063786,-0.25345645,-0.024584837
0.301739948,-0.437759782,-0.14529508,-0.059133798,-0.028728098,-0.043804072,-0.083922455,-0.279379276,0.015714569,0.084490584,0.008575665,-0.000892444,-0.018993161,0.007181807,0.016132736,0.053541276,0.021122269,-0.104068762,0.022988994,-0.00519581,-0.023251843,-0.102611586,-0.135717014,0.029910072
0.391520054,-0.091217375,-0.323978574,-0.110099706,-0.053206307,-0.051700279,-0.090898811,0.055799931,-0.031778705,0.031374984,0.040126763,0.007648726,0.005945831,0.017043015,0.024403672,0.054801359,0.000693977,-0.017324545,-0.037029681,-0.032619058,-0.033135576,-0.20985588,0.100293639,-0.019085368
0.310507362,0.373521957,-0.25364591,-0.088445095,-0.046505916,-0.04628205,-0.050939279,0.481963603,-0.120007726,-0.064426778,0.025043586,-0.00343299,-0.012951621,0.010075327,0.003519327,-0.003129905,-0.043407751,0.059058969,-0.060308055,-0.033822209,0.008593362,-0.140501824,0.150769393,-0.101297207
-0.072313332,0.418510719,-0.106579081,-0.054675465,-0.023868722,-0.032152135,-0.002373255,0.52909673,-0.19308575,-0.102081428,0.008533518,-0.010065858,-0.034305925,-0.00287235,-0.022953367,-0.039400233,-0.041116703,-0.056561913,-0.050197367,-0.008760506,0.052540083,0.007364592,-0.064054117,-0.108990941
-0.372861032,0.140215565,-0.066546387,-0.053961739,-0.01040783,-0.009576205,0.050535249,0.271553701,-0.11926661,-0.041117185,0.011964714,-0.000342619,-0.017032236,-0.006307456,-0.028284761,-0.008689597,0.000983357,-0.209560307,-0.020349371,0.015044687,0.052574938,0.070932763,-0.23464094,-0.018323764
-0.132758025,-0.023492044,-0.03509799,-0.034500616,0.003392968,0.022219636,0.101420416,0.145755175,0.078115771,0.024051143,0.012113315,0.010981314,0.011333763,0.000314052,-0.013296268,0.029726833,0.02101984,-0.137028428,0.020780394,0.017942038,0.017058365,0.030692591,-0.085371127,0.100215844
0.38798613,-0.00028757,0.065896905,0.021240375,0.022955165,0.042029636,0.097312903,0.26266767,0.154124334,-0.014921433,-0.001198958,0.007424066,0.009092635,0.002084864,0.000598759,0.009243861,0.000237683,0.099287846,0.036870292,0.00187026,-0.014464846,-0.01544478,0.199536416,0.134475913
0.481203031,0.017856255,0.070197011,0.026971936,0.019865885,0.023197622,0.011448995,0.316416059,-0.019496227,-0.114856553,-0.007602521,-0.004644408,-0.012999108,-0.00854771,-0.001294604,-0.039399295,-0.022289674,0.183868105,0.000136684,-0.016885168,-0.020392495,-0.013250654,0.219628159,0.024136472
0.039139012,0.084830518,-0.097920364,-0.047594891,-0.013920478,-0.01813335,-0.076792593,0.119325148,-0.200442085,-0.122957666,-0.001332834,-0.008053435,-0.023612606,-0.018350146,-0.012435086,-0.040723686,-0.022143071,0.021718956,-0.041158144,-0.019910082,-0.007743141,0.012095634,-0.057248928,-0.144941893
-0.310048368,0.324778706,-0.195020849,-0.083698324,-0.031444849,-0.030010044,-0.064913491,-0.149367262,-0.096607468,0.01034125,-0.003957235,-0.003471172,-0.0229266,-0.013484516,-0.01584963,0.008043595,-0.015406136,-0.12987097,-0.018150947,-0.004034406,0.008567429,0.038169077,-0.246999929,-0.190010708
-0.193245149,0.455525121,-0.051643359,-0.00273394,-0.00217918,0.001711276,0.023071997,-0.257389355,0.167200672,0.14369525,-0.022787845,-0.008687342,-0.02364551,-0.003378353,-0.007163851,0.037414495,-0.013101354,-0.068327608,0.039323352,0.010761452,0.018662899,0.062470803,-0.110283052,-0.046949186
0.049837924,0.134132251,0.098995979,0.075986279,0.026084304,0.025064111,0.059829543,-0.183922002,0.203093581,0.115890775,-0.037644424,-0.028484475,-0.020058347,-0.007281369,-0.001141927,0.009011182,-0.007960856,0.057284588,0.037932339,0.005407046,0.01535095,0.053785181,0.120528647,0.115661248
0.090894268,-0.322097582,-0.000433351,0.01522497,-0.003542144,-0.004040072,-0.007234063,-0.027249717,-0.049608604,-0.044877704,-0.03722818,-0.042950085,-0.009273031,-0.022901956,-0.009366698,-0.038132421,-0.009673166,0.011827139,-0.021529485,-0.008788007,-0.006577093,-0.020954914,0.113861066,0.093639663
0.109495735,-0.255911623,-0.186800072,-0.106960794,-0.0619664,-0.054520579,-0.090175168,0.104599812,-0.224315668,-0.146738103,-0.031214498,-0.033875753,-0.006758312,-0.028806678,-0.019871994,-0.048587414,-0.033913504,-0.138993884,-0.037450085,-0.006421124,-0.04215501,-0.115229242,-0.069587677,-0.07814002
0.22453575,0.26508905,-0.160544966,-0.115680365,-0.074321436,-0.065393807,-0.09643513,0.084158749,-0.083710535,-0.065249652,-0.019660215,-0.008585882,-0.014155288,-0.016987264,-0.013651645,-0.016954904,-0.05018719,-0.131828767,0.018711891,0.009206678,-0.069862482,-0.127911186,-0.085873997,-0.164347065
0.089584271,0.440654012,0.010115607,-0.013746829,-0.029907031,-0.030153238,-0.043755405,-0.114766064,0.155392795,0.104079578,0.010119159,0.012874757,-0.008622953,-0.002298135,0.004860958,0.019765578,-0.008235576,0.07777111,0.048219731,0.009893481,-0.064147156,-0.035709996,0.162243922,-0.0420257
-0.425670732,-0.022578942,0.055469922,0.049281443,0.01612893,0.009095971,0.003867775,-0.269358127,0.205406822,0.157387081,0.045663129,0.021682909,0.013476708,0.003310835,0.013900588,0.031151227,0.066161663,0.239995649,-0.003218318,-0.008146242,-0.024411225,0.058176223,0.347060984,0.13972298
-0.705245251,-0.413787002,-0.003370275,0.033051246,0.033287938,0.029305444,0.032761162,-0.137558352,0.11441168,0.026628506,0.048195156,0.019534101,0.021548851,0.005376875,0.007640614,0.018139995,0.076434515,0.173278168,-0.044717665,-0.014486422,0.016821442,0.047670692,0.152991345,0.155165864
-0.205916226,-0.146904001,0.049189185,0.030593469,0.036137002,0.03600036,0.046985543,0.141822328,0.071274061,-0.136506786,0.007318524,0.006555787,0.000923672,0.008711229,-8.45E-05,-0.001400163,-0.00595741,-0.004438488,0.004424031,0.004181436,0.031333503,-0.037997574,-0.26590101,-0.02064906
0.577905487,0.30330773,0.154734311,0.054085459,0.023964468,0.021137912,0.012108033,0.175139821,0.06532868,-0.143112856,-0.036790901,-0.014378346,-0.02124121,0.00409499,-0.004323821,-0.016174149,-0.079472926,-0.086813824,0.068175377,0.018810059,0.031098182,-0.069347583,-0.442797334,-0.187451098
0.714699742,0.198399727,0.063718417,0.009366243,-0.021046128,-0.026024492,-0.077693252,-0.093812976,0.010441078,0.003112283,-0.046161142,-0.029992036,-0.021135576,-0.013876723,-0.013837023,-0.024871941,-0.048370332,-0.054019115,0.034787465,0.004530358,0.04087888,0.011750434,-0.181420374,-0.145095954
0.193908993,-0.25840095,-0.15470054,-0.089022114,-0.068892684,-0.067710625,-0.127269254,-0.250139294,-0.002363916,0.114931768,-0.030875979,-0.029567113,-0.011248374,-0.030057665,-0.024345881,-0.024288458,0.038321221,-0.019282267,-0.056936542,-0.019569168,0.047195265,0.106225014,0.19955061,0.087624464
-0.102110794,-0.285634924,-0.150948832,-0.08772268,-0.054669766,-0.044840358,-0.045693231,-0.02445605,0.120665754,0.059193192,-0.020856629,-0.02040024,-0.008761087,-0.026419058,-0.017582708,-0.010778233,0.060669107,-0.024249955,-0.081005859,-0.023641365,0.018137494,0.083553101,0.269239733,0.27823729
0.241831497,0.188164033,0.110749171,0.046720751,0.018215012,0.028186193,0.09456439,0.274437771,0.21182211,-0.081923328,-0.018874446,-0.016154915,-0.008298486,-0.008981329,0.00393805,0.003298819,0.001964398,-0.023181296,-0.025664779,-0.013503773,-0.029666352,-0.037154512,-0.01454142,0.221022955
0.646187908,0.430680436,0.240972646,0.127529048,0.058570591,0.060099704,0.119717727,0.203435314,0.073060321,-0.130754707,-0.008378443,-0.014863675,-0.004192721,-0.00032889,0.012225793,-0.003892545,-0.040239265,0.003263041,0.003505503,-0.013437782,-0.041527994,-0.107182093,-0.322114485,-0.015582204
0.562953514,0.085970478,0.030850595,0.018324065,0.009750432,0.00560811,-0.009633661,-0.175918897,-0.153226595,-0.04776882,0.010085657,-0.003828648,-0.004195139,-0.007294685,-0.002206193,-0.027890891,-0.007164409,0.037722987,-0.031237244,-0.022653441,-0.012948864,-0.055734381,-0.360965395,-0.140422382
0.274331344,-0.328029272,-0.232584061,-0.149688463,-0.067832391,-0.065711985,-0.135525678,-0.419729047,-0.180579445,0.032272936,0.016797366,0.015312087,-0.00639135,-0.013145854,-0.012973051,-0.033558754,0.045787336,0.076243022,-0.045045162,-0.021493652,-0.002671904,0.018451661,-0.128102414,0.006334372
0.242968269,-0.306473281,-0.237058465,-0.168352854,-0.083756407,-0.068004825,-0.118727803,-0.32976431,-0.049525614,-0.003546634,-0.00017047,0.021458325,0.001617359,-0.006067511,-0.003589185,-0.009044826,0.046800749,0.095697167,0.011996376,-0.008766235,-0.032694069,0.013525044,0.167541433,0.228487581
0.280994982,-0.087401667,-0.081103868,-0.046878595,-0.039096573,-0.018192114,-0.018202534,-0.13439678,-0.037032466,-0.093756815,-0.031394718,-0.000582968,0.010515216,0.001415285,0.001696232,0.004625058,0.00808133,0.038089506,0.05963428,-0.001520726,-0.045611115,-0.020267205,0.284584759,0.22445041
-0.022911789,-0.133167376,-0.017719673,0.034189206,-0.005213604,0.002632773,0.018585051,-0.076636937,-0.151138989,-0.094226214,-0.052432555,-0.036100272,-0.003208527,-0.005955119,-0.01890863,-0.024579844,-0.012854894,-0.081011864,0.015511489,-0.003364558,-0.004098702,0.007966466,0.111158583,0.005632359
-0.453980722,-0.380102108,-0.053744098,-0.006183727,-0.013772015,-0.024997571,-0.032043379,-0.119249174,-0.119812116,0.022439971,-0.039106949,-0.049222398,-0.028763768,-0.017847979,-0.039897159,-0.055765553,-0.003755277,-0.132127599,-0.064176248,-0.001348902,0.037695647,0.054422079,-0.198383108,-0.123149979
-0.455756872,-0.461676679,-0.054208502,-0.073276593,-0.029029612,-0.041549452,-0.066441329,-0.116177722,0.097678645,0.128761388,0.006743191,-0.021119569,-0.026638928,-0.01203841,-0.025249933,-0.028883647,0.002146747,-0.046943938,-0.062733783,0.006418013,0.022580518,0.023936037,-0.304014107,-0.010922424
-0.075588065,-0.349966959,-0.024350099,-0.068697241,-0.019336468,-0.011233563,-0.026337878,-0.049524552,0.204824402,0.106508899,0.044298228,0.021849399,0.005115378,0.008209405,0.010011529,0.03434054,-0.005113064,0.058396379,0.018645947,0.005496289,-0.014734865,-0.033859186,-0.05954468,0.134491972
0.100115486,-0.285915535,-0.041596816,-0.013360331,-0.001891075,0.02410488,0.028018077,0.010926559,0.077281572,-0.005796812,0.033738602,0.032265483,0.020726501,0.015170434,0.019605823,0.053758166,0.004498152,0.058992416,0.061389318,-0.00792259,-0.016696229,0.00492098,0.253217679,0.090373329
-0.058334102,-0.256865906,-0.067395565,0.015734749,-0.006905878,0.013387234,0.024874836,0.044688976,-0.017570469,-0.06419197,-0.005117192,0.001745365,0.000646776,-0.000464105,-0.001856189,0.01504943,0.04132103,0.015133247,0.011319597,-0.015701587,-0.009923861,0.095981077,0.264949312,-0.044927938
-0.036628779,-0.040327169,-0.038629506,-0.00964364,-0.03171187,-0.029010383,-0.019550935,0.073892247,0.107062151,0.002239569,-0.011729808,-0.02388127,-0.017082149,-0.013785648,-0.013998958,-0.009764777,0.058805893,0.035343737,-0.040487444,-0.004059384,-0.050784196,0.065318795,0.027756211,-0.054606006
0.345053173,0.283272786,-0.010592995,-0.049724715,-0.045466986,-0.048322991,-0.040322162,0.095220886,0.221590927,0.105368592,0.0238152,-0.009906835,-0.004908964,-0.006209238,-0.000308726,0.013017633,0.009008843,0.058134893,-0.006328877,0.011835741,-0.104804245,-0.085992929,-0.073317892,0.017804616
0.511471393,0.342927589,-0.029894882,-0.044844361,-0.025763491,-0.023000294,-0.012232089,0.094254047,0.074565214,0.107377061,0.036909833,0.012292899,0.007456595,0.003666323,0.006004266,0.019580828,-0.075719055,-0.024479099,0.054982521,0.00443474,-0.086006516,-0.140353391,0.10149394,-0.038699384
0.085190061,0.079485895,-0.006608955,0.020667792,0.016486181,0.017448289,0.036026543,0.085531745,-0.165932616,-0.007132416,-0.012175163,-0.004700786,-0.009784102,-0.006953566,-0.017573415,-0.036790695,-0.099357153,-0.120148844,0.033565635,-0.026943519,-0.002027865,-0.00795862,0.263409589,-0.200708016
-0.40163763,-0.098598968,0.112719729,0.089288971,0.046167521,0.037700987,0.068137292,0.087916133,-0.183284862,-0.111222967,-0.06592756,-0.040561155,-0.029805028,-0.022665728,-0.040665203,-0.090786783,-0.02267592,-0.063269667,-0.049139656,-0.048160572,0.044552958,0.107273132,0.162549294,-0.205071894
-0.33664855,0.051090639,0.189852798,0.088733435,0.041410613,0.033726132,0.06999258,0.085957454,-0.027425441,-0.098681793,-0.051486456,-0.033654784,-0.015333857,-0.013260894,-0.028423647,-0.061532172,0.067427753,0.070536537,-0.072989753,-0.031556132,0.009233381,0.024931696,-0.061105607,0.018503848
-0.040286541,0.193209458,0.09811557,0.027698067,0.01920117,0.022703386,0.046032761,0.049966782,-0.009080425,-0.017170444,0.005449538,0.013735901,0.014349491,0.013141406,0.001358826,0.013889067,0.05745926,0.059596999,-0.016480793,0.004340788,-0.034392893,-0.123271376,-0.154748464,0.19716671
-0.207308422,-0.063713083,-0.052699262,-0.014527844,0.009476556,0.013583393,0.009362796,-0.018701065,-0.172719399,0.01149381,0.021324185,0.029651337,0.013493392,0.018716619,0.008027385,0.036334577,-0.039340576,-0.074964047,0.012542636,0.016094812,-0.016705574,-0.112299822,-0.131494408,0.120019399
-0.697162119,-0.515436634,-0.086526665,-0.00715591,0.009095403,-0.000299842,-0.024655462,-0.082775582,-0.230121347,-0.033279195,-0.01298135,-0.011071499,-0.015087688,-0.003873573,-0.006666831,1.62E-05,-0.094507514,-0.087448666,-0.034336585,-0.004880317,0.024982032,0.018969223,-0.149529018,-0.050858401
-0.746801021,-0.621682601,-0.033597042,-0.006190354,-0.009114298,-0.021814025,-0.044386897,-0.105319321,-0.042938521,-0.060328098,-0.02483723,-0.040865428,-0.025929471,-0.01905435,-0.006493162,-0.01014286,-0.03873755,0.058393241,-0.062092593,-0.02080055,0.014777693,0.057334381,-0.186177109,-0.059170451
-0.24902848,-0.275095133,-0.030006265,-0.041479754,-0.039482889,-0.034630261,-0.043002177,-0.082045735,0.145561793,-0.025050264,0.01339834,-0.009878205,-0.003810102,-0.005449243,0.014438756,0.031081716,0.046950468,0.110015375,0.001198814,-0.00600836,-0.041178633,-0.027768239,-0.088183962,0.049573629
0.086731958,0.100932555,-0.052677323,-0.04852455,-0.036819786,-0.018298453,-0.017612917,-0.036187029,0.089920751,0.007810278,0.036858227,0.028763986,0.015546691,0.010661937,0.019821009,0.046828117,0.051670779,-0.029537403,0.073534521,0.012828612,-0.062481663,-0.061987134,0.126159492,0.048102452
-0.074190322,0.196990801,0.020330741,0.023127253,0.014065861,0.021095649,0.022890325,0.013372165,-0.083144879,-0.005691375,-0.00309822,0.005908251,0.00278639,-0.001238294,-0.008375846,-0.008413454,-0.018816423,-0.120884297,0.045935249,-0.000950687,-0.012377309,0.018967976,0.24409605,-0.080053425
-0.215058202,0.148029098,0.15024485,0.103950542,0.060858461,0.047469278,0.051383801,0.061852868,-0.080521743,-0.003257839,-0.056466945,-0.047697925,-0.023564735,-0.027196338,-0.036388842,-0.06477634,-0.075374797,-0.008956669,-0.049671479,-0.035884851,0.042007525,0.066598662,0.141599849,-0.134602203
0.052821552,0.13714564,0.163761187,0.090851113,0.048239196,0.031334359,0.040503614,0.090321486,0.111600394,0.062832993,-0.051265295,-0.050188131,-0.027984897,-0.030697754,-0.02633388,-0.039955819,-0.074531892,0.105267876,-0.097817403,-0.049378273,0.01532367,-0.018700044,-0.066230086,-0.045426891
0.33186942,0.070436152,0.02496563,-0.005144344,-0.008149683,-0.01528396,-0.004992574,0.062076387,0.21841258,0.108123346,-0.00166642,0.000418169,-0.007868221,-0.007330069,0.008229413,0.035748773,-0.041491026,0.031939549,-0.060929126,-0.027818236,-0.069721681,-0.115796026,-0.176153954,0.031939397
